race,age,priors_count,juv_fel_count,c_charge_degree,loan_approved
African-American,25,2,0,0,0
African-American,35,5,0,1,1
African-American,22,2,0,1,0
African-American,25,7,0,1,0
Caucasian,50,18,0,0,0
Caucasian,27,2,0,0,1
Caucasian,20,0,0,0,0
Caucasian,56,5,0,0,1
African-American,25,5,0,1,0
African-American,48,1,0,1,1
African-American,21,1,0,1,1
Caucasian,31,2,0,0,0
Caucasian,35,0,0,0,1
African-American,34,2,0,1,0
African-American,32,0,0,1,1
African-American,31,1,0,1,0
African-American,29,6,0,1,0
African-American,25,2,0,1,1
African-American,26,13,0,0,1
African-American,31,11,0,0,0
African-American,28,3,0,0,0
African-American,27,10,0,1,0
African-American,24,0,0,1,0
Caucasian,49,0,0,1,1
Caucasian,40,0,0,1,1
African-American,22,4,0,0,1
African-American,28,5,0,1,0
Caucasian,51,1,0,1,1
African-American,24,2,0,1,0
Caucasian,49,1,0,0,1
Caucasian,33,0,0,0,0
African-American,34,6,0,1,0
African-American,30,8,0,0,0
Caucasian,44,0,0,1,0
African-American,41,12,0,1,0
Caucasian,46,0,0,1,1
African-American,57,2,0,0,1
Caucasian,44,1,0,0,1
African-American,32,0,0,1,1
African-American,36,1,0,0,1
African-American,30,1,0,0,1
African-American,28,0,0,0,1
Caucasian,31,3,0,0,0
African-American,29,8,1,1,0
African-American,21,1,0,0,1
African-American,23,5,1,1,0
Caucasian,25,4,0,1,1
African-American,49,25,0,1,0
African-American,25,1,0,0,0
African-American,35,9,0,1,1
Caucasian,33,4,0,0,1
Caucasian,38,8,0,1,1
African-American,32,0,0,0,1
African-American,23,0,0,0,1
African-American,67,3,0,1,1
African-American,23,4,1,1,1
African-American,26,0,0,0,1
African-American,31,9,0,1,0
African-American,22,0,0,0,0
Caucasian,20,0,0,1,0
African-American,24,1,0,1,1
African-American,37,0,0,0,1
African-American,29,0,0,1,1
African-American,29,9,0,1,0
Caucasian,49,3,0,1,1
African-American,31,2,0,1,1
Caucasian,59,0,0,0,1
African-American,39,2,0,0,0
African-American,23,1,0,1,1
African-American,27,3,0,1,0
African-American,22,1,0,1,1
Caucasian,21,0,0,1,0
African-American,36,0,0,1,1
African-American,30,10,0,1,0
Caucasian,31,3,0,0,1
African-American,25,7,0,1,1
Caucasian,26,0,0,1,1
African-American,24,0,0,0,1
African-American,27,11,1,1,1
Caucasian,28,4,0,1,1
Caucasian,54,3,0,1,0
Caucasian,57,0,0,0,1
Caucasian,54,11,0,1,0
African-American,30,2,0,1,1
African-American,31,4,0,1,1
Caucasian,29,0,0,1,1
African-American,22,0,0,0,1
African-American,28,2,0,1,1
African-American,35,0,0,0,0
African-American,29,2,0,1,0
African-American,30,14,0,1,1
African-American,44,1,0,0,1
African-American,27,2,0,1,0
Caucasian,63,0,0,0,1
African-American,27,6,0,1,0
Caucasian,36,0,0,1,0
African-American,31,5,0,1,0
African-American,21,0,0,1,1
Caucasian,23,1,0,1,1
African-American,55,1,0,1,1
African-American,40,1,0,1,1
African-American,30,3,0,0,0
African-American,41,1,0,0,1
Caucasian,56,0,0,0,1
African-American,23,1,0,1,0
African-American,61,14,0,0,1
African-American,20,0,0,1,0
Caucasian,49,2,0,1,0
African-American,31,6,2,1,1
African-American,50,7,0,1,0
African-American,31,3,0,0,0
African-American,32,4,1,1,1
Caucasian,26,7,0,1,0
African-American,44,0,0,1,0
African-American,62,0,0,0,1
African-American,43,3,0,1,0
African-American,24,1,0,0,0
African-American,41,13,0,1,0
Caucasian,23,0,0,0,1
African-American,25,1,0,1,1
Caucasian,67,0,0,0,1
African-American,20,0,0,1,0
African-American,29,3,1,0,0
Caucasian,34,0,0,1,0
African-American,23,1,0,0,0
African-American,29,0,0,1,1
African-American,46,4,0,1,1
African-American,31,9,0,0,0
African-American,24,1,0,0,1
African-American,28,1,0,1,0
African-American,25,0,0,0,0
African-American,24,0,0,0,1
Caucasian,36,1,0,1,1
African-American,25,2,0,0,1
Caucasian,29,0,0,1,1
Caucasian,26,1,0,1,1
African-American,23,3,1,1,0
African-American,32,4,0,1,0
Caucasian,26,0,0,1,1
Caucasian,35,0,0,0,0
African-American,23,0,0,0,0
Caucasian,46,0,0,0,1
Caucasian,41,0,0,1,1
Caucasian,22,0,0,0,0
African-American,27,7,0,0,0
African-American,24,1,0,1,0
African-American,27,10,0,1,0
Caucasian,22,1,0,0,1
African-American,43,3,0,1,0
African-American,26,3,0,0,0
Caucasian,26,7,0,0,1
Caucasian,29,3,0,1,0
African-American,42,17,3,1,0
African-American,30,0,0,0,1
Caucasian,34,1,0,1,1
Caucasian,23,3,0,0,1
Caucasian,47,0,0,0,1
Caucasian,55,2,0,0,1
Caucasian,30,5,0,1,0
African-American,43,2,0,1,1
African-American,45,38,0,1,0
Caucasian,61,15,0,1,1
African-American,63,16,0,0,1
Caucasian,49,0,0,1,1
African-American,49,1,0,0,1
African-American,42,1,0,1,1
African-American,24,1,0,0,1
Caucasian,51,0,0,1,1
Caucasian,28,4,0,1,0
Caucasian,26,2,0,1,0
Caucasian,28,2,0,1,0
African-American,49,2,0,1,1
African-American,33,6,0,0,0
Caucasian,47,1,0,1,1
Caucasian,56,1,0,1,1
Caucasian,53,8,0,0,1
Caucasian,41,3,0,0,1
African-American,45,6,0,1,1
Caucasian,47,2,0,0,1
African-American,21,0,0,1,1
Caucasian,27,2,0,0,0
African-American,21,0,0,1,1
Caucasian,31,0,0,1,1
African-American,30,8,2,1,1
African-American,23,0,0,1,1
Caucasian,52,1,0,1,1
African-American,48,11,0,0,0
African-American,51,3,0,0,1
Caucasian,30,1,0,0,0
African-American,29,5,0,1,0
African-American,44,0,0,1,1
African-American,34,12,0,1,0
African-American,28,5,1,1,0
African-American,28,9,0,1,0
Caucasian,34,0,0,1,1
African-American,23,3,0,0,0
Caucasian,71,3,0,0,1
Caucasian,45,2,0,0,1
African-American,29,0,0,0,1
African-American,52,23,0,1,0
Caucasian,26,1,0,1,1
African-American,52,17,0,1,0
African-American,21,0,0,0,1
Caucasian,29,2,0,0,1
Caucasian,54,0,0,0,1
Caucasian,58,12,0,1,0
Caucasian,22,1,0,0,1
Caucasian,27,0,0,1,0
Caucasian,29,1,0,0,1
African-American,23,2,0,0,0
Caucasian,65,1,0,1,1
Caucasian,28,5,0,1,0
African-American,31,15,0,1,0
Caucasian,31,0,0,1,1
African-American,21,0,0,1,1
African-American,27,17,0,1,0
Caucasian,33,1,0,1,1
African-American,25,3,0,1,1
Caucasian,39,1,0,1,1
African-American,29,8,0,0,0
African-American,27,15,0,1,0
Caucasian,42,0,0,1,1
Caucasian,21,0,0,1,1
African-American,27,5,0,0,0
African-American,36,2,0,0,0
African-American,24,0,0,1,0
Caucasian,67,0,0,0,1
African-American,27,2,0,1,1
African-American,39,3,0,1,0
Caucasian,42,5,0,1,1
African-American,25,1,0,1,1
Caucasian,40,8,0,1,0
African-American,37,4,0,0,0
African-American,42,8,0,1,0
African-American,27,12,0,0,0
African-American,26,8,0,1,0
African-American,23,1,0,0,1
Caucasian,32,8,0,0,0
Caucasian,31,1,0,0,0
Caucasian,20,1,0,1,0
Caucasian,26,4,0,1,0
Caucasian,51,2,0,0,0
Caucasian,67,0,0,0,1
African-American,27,10,0,1,1
Caucasian,26,1,0,0,1
African-American,55,3,0,0,0
Caucasian,51,1,0,1,1
Caucasian,28,0,0,0,1
Caucasian,51,0,0,0,1
African-American,28,13,0,1,0
African-American,22,0,0,1,0
African-American,26,2,0,1,0
African-American,27,1,0,1,1
African-American,32,5,0,0,1
African-American,36,11,0,1,0
African-American,27,4,0,0,1
Caucasian,41,1,0,1,0
African-American,24,12,0,0,1
African-American,61,11,0,1,1
Caucasian,29,3,0,1,1
Caucasian,34,11,0,1,1
Caucasian,45,0,0,1,1
Caucasian,21,3,0,1,0
African-American,28,20,0,1,0
African-American,23,3,2,1,1
Caucasian,31,6,0,1,1
Caucasian,59,0,0,0,0
African-American,40,8,0,0,0
Caucasian,22,1,0,0,1
African-American,21,1,0,0,0
African-American,24,1,1,1,0
Caucasian,25,2,0,1,0
African-American,25,1,0,1,1
African-American,47,3,0,0,0
African-American,21,5,0,0,0
African-American,29,1,0,1,0
Caucasian,40,4,0,1,0
Caucasian,39,0,0,0,1
African-American,30,0,0,0,0
Caucasian,22,2,0,1,0
Caucasian,25,0,0,0,1
Caucasian,21,0,0,0,0
Caucasian,25,0,0,0,0
Caucasian,54,1,0,1,0
African-American,27,5,0,0,0
Caucasian,45,4,0,0,0
African-American,32,4,0,1,0
African-American,22,0,0,0,0
African-American,44,6,0,1,1
African-American,28,0,0,0,0
African-American,23,0,0,1,1
Caucasian,46,0,0,1,1
Caucasian,33,2,0,1,1
Caucasian,40,3,0,1,0
Caucasian,54,7,0,1,1
Caucasian,21,0,0,0,1
Caucasian,43,6,0,0,0
African-American,22,3,0,1,0
African-American,22,0,0,0,1
African-American,31,0,0,1,1
African-American,32,6,0,1,0
Caucasian,50,3,0,1,1
African-American,21,1,0,0,1
Caucasian,23,0,0,0,1
African-American,33,3,0,0,0
African-American,64,0,0,0,1
African-American,20,0,0,1,1
Caucasian,26,1,0,0,1
African-American,30,18,0,1,0
African-American,23,10,0,1,0
African-American,60,13,0,1,0
African-American,46,2,0,1,0
African-American,29,0,0,1,1
Caucasian,56,0,0,0,0
African-American,45,0,0,1,1
African-American,26,4,0,1,0
African-American,47,4,0,0,1
African-American,29,7,0,1,0
African-American,32,9,2,1,1
Caucasian,27,2,0,1,0
African-American,29,10,0,1,0
African-American,22,1,0,1,0
African-American,28,1,0,1,1
Caucasian,36,0,0,1,1
African-American,24,0,0,1,1
African-American,33,9,2,0,0
African-American,46,2,0,0,1
Caucasian,31,9,0,0,0
Caucasian,49,3,0,1,0
African-American,24,0,0,1,0
African-American,57,28,0,1,0
African-American,36,14,1,1,0
African-American,43,23,0,1,1
African-American,42,0,0,0,1
Caucasian,32,4,0,1,0
Caucasian,26,1,0,1,1
Caucasian,74,0,0,0,1
African-American,24,3,0,1,0
African-American,33,2,0,0,1
African-American,22,1,0,0,0
Caucasian,50,4,0,0,1
Caucasian,28,7,0,1,0
African-American,35,5,0,1,0
African-American,33,0,0,1,0
African-American,36,1,0,0,1
African-American,28,2,0,1,0
African-American,63,1,0,1,1
African-American,24,11,0,1,0
Caucasian,69,5,0,1,1
African-American,41,18,1,1,0
Caucasian,44,1,0,0,1
African-American,29,0,0,1,1
Caucasian,52,0,0,0,1
African-American,23,1,0,1,0
Caucasian,26,0,0,1,1
African-American,24,0,0,0,0
African-American,45,4,0,0,1
African-American,24,4,0,1,0
African-American,47,0,0,0,1
African-American,20,2,1,1,0
African-American,26,0,0,1,1
African-American,36,9,0,1,0
Caucasian,33,2,0,0,0
Caucasian,52,1,0,0,1
Caucasian,51,0,0,1,1
Caucasian,20,1,0,1,0
African-American,47,7,0,1,0
Caucasian,38,1,0,0,0
Caucasian,67,1,0,1,1
African-American,47,1,0,1,1
Caucasian,66,0,0,0,1
Caucasian,39,0,0,1,1
Caucasian,49,2,0,0,1
African-American,45,9,0,0,1
Caucasian,46,7,0,1,0
African-American,29,15,0,1,0
African-American,28,2,0,0,0
African-American,22,0,0,1,0
African-American,20,1,1,1,0
Caucasian,34,5,0,1,1
Caucasian,34,13,0,1,1
African-American,22,8,0,1,0
Caucasian,25,3,0,0,0
Caucasian,27,13,0,1,0
African-American,34,1,0,1,1
Caucasian,34,1,0,1,1
African-American,54,10,0,1,0
Caucasian,36,5,0,1,0
African-American,30,8,1,1,0
African-American,23,1,0,1,0
Caucasian,40,0,0,1,1
African-American,22,1,0,1,1
Caucasian,27,0,0,0,0
African-American,25,3,0,1,0
African-American,47,14,0,0,1
African-American,27,3,0,1,0
African-American,38,16,2,0,0
African-American,27,0,0,0,0
Caucasian,30,4,0,1,0
African-American,31,1,0,1,1
African-American,33,4,0,0,0
African-American,29,2,0,1,0
African-American,56,31,0,1,0
African-American,26,0,0,1,1
African-American,28,5,0,1,1
African-American,43,5,0,0,1
African-American,29,2,0,1,0
African-American,22,1,0,1,0
Caucasian,74,2,0,1,1
African-American,47,4,0,1,0
Caucasian,42,4,0,1,0
Caucasian,43,0,0,0,1
African-American,28,6,0,0,0
African-American,24,0,0,1,1
African-American,56,0,0,0,1
Caucasian,49,0,0,1,1
Caucasian,24,1,0,1,1
African-American,30,3,0,1,0
Caucasian,28,11,0,1,1
African-American,39,1,0,1,0
African-American,26,4,0,1,0
African-American,56,4,0,1,1
Caucasian,58,8,0,0,1
African-American,33,3,0,1,1
African-American,31,9,0,1,0
African-American,35,18,0,1,0
Caucasian,25,5,4,0,1
Caucasian,25,7,0,0,0
African-American,23,0,0,1,1
African-American,20,1,0,1,0
Caucasian,30,3,0,1,1
Caucasian,29,14,0,1,0
Caucasian,39,5,0,0,1
African-American,21,0,0,1,0
African-American,46,13,0,1,0
African-American,44,11,0,1,0
Caucasian,30,2,0,1,1
African-American,35,12,0,0,0
Caucasian,34,4,0,1,1
African-American,26,2,0,0,1
Caucasian,51,4,0,0,1
African-American,36,0,0,0,1
Caucasian,26,3,0,0,0
African-American,21,1,0,1,1
African-American,59,5,0,0,1
African-American,29,7,0,1,0
African-American,37,4,0,1,1
Caucasian,41,0,0,0,1
African-American,23,0,0,1,0
Caucasian,54,1,0,0,1
Caucasian,30,2,0,0,1
Caucasian,28,0,0,0,0
African-American,22,0,0,0,1
African-American,21,0,0,1,0
African-American,27,1,0,0,1
African-American,61,4,0,0,0
Caucasian,51,7,0,1,1
African-American,19,1,1,1,0
Caucasian,60,0,0,0,0
Caucasian,34,1,0,1,1
Caucasian,22,1,0,1,1
Caucasian,49,3,0,1,1
Caucasian,61,1,0,0,1
African-American,51,7,0,0,0
Caucasian,49,2,0,1,1
African-American,24,0,0,1,0
Caucasian,36,4,0,0,0
Caucasian,42,5,0,1,1
African-American,36,9,0,1,1
Caucasian,57,14,0,1,0
Caucasian,36,0,0,0,1
African-American,34,3,0,0,0
African-American,24,2,0,0,0
Caucasian,67,2,0,1,1
Caucasian,32,0,0,1,1
African-American,25,1,0,1,1
Caucasian,30,2,0,0,0
African-American,35,8,0,0,0
African-American,43,0,0,0,1
African-American,28,1,0,1,1
African-American,32,4,0,1,1
Caucasian,23,0,0,1,1
African-American,20,0,0,0,0
African-American,30,19,0,1,0
African-American,30,2,0,0,1
Caucasian,23,5,0,0,0
Caucasian,21,0,0,0,0
African-American,30,0,0,0,0
African-American,20,0,0,1,1
African-American,23,0,0,1,1
African-American,23,0,0,1,1
African-American,33,3,0,0,1
